Country ISO3,Country Name,Indicator Id,Indicator,Subindicator Type,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
TKM,Turkmenistan,28154,SIDS,Yes/No,,,,,,,,,,,,0,
TKM,Turkmenistan,28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,0,0,0,0,0,0
TKM,Turkmenistan,28157,Is the country resource rich?,Value,,,,,,,,,,,,1,
TKM,Turkmenistan,28167,Landlocked,Yes/No,,,,,,,,,,,,1,
TLS,Timor-Leste,28150,FCV Typology - FCV,Value,,,,,,,,,,,,1,1
TLS,Timor-Leste,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
TLS,Timor-Leste,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,0,0
TLS,Timor-Leste,28154,SIDS,Yes/No,,,,,,,,,,,,1,
TLS,Timor-Leste,28156,Is this country on the FCV list?,Value,1,1,1,1,1,1,1,1,1,1,1,0,0
TLS,Timor-Leste,28167,Landlocked,Yes/No,,,,,,,,,,,,0,
TON,Tonga,28150,FCV Typology - FCV,Value,,,,,,,,,,,,0,0
TON,Tonga,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,1,1
TON,Tonga,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,0,0
TON,Tonga,28154,SIDS,Yes/No,,,,,,,,,,,,0,
TON,Tonga,28156,Is this country on the FCV list?,Value,1,1,1,1,1,0,0,0,0,0,0,0,0
TON,Tonga,28157,Is the country resource rich?,Value,,,,,,,,,,,,0,
TON,Tonga,28167,Landlocked,Yes/No,,,,,,,,,,,,0,
TTO,Trinidad and Tobago,28150,FCV Typology - FCV,Value,,,,,,,,,,,,0,0
TTO,Trinidad and Tobago,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
TTO,Trinidad and Tobago,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,1,1
TTO,Trinidad and Tobago,28154,SIDS,Yes/No,,,,,,,,,,,,1,
TTO,Trinidad and Tobago,28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,0,0,0,0,0,0
TTO,Trinidad and Tobago,28167,Landlocked,Yes/No,,,,,,,,,,,,0,
TUN,Tunisia,28150,FCV Typology - FCV,Value,,,,,,,,,,,,0,0
TUN,Tunisia,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
TUN,Tunisia,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,1,1
TUN,Tunisia,28154,SIDS,Yes/No,,,,,,,,,,,,0,
TUN,Tunisia,28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,0,0,0,0,0,0
TUN,Tunisia,28157,Is the country resource rich?,Value,,,,,,,,,,,,0,
TUN,Tunisia,28167,Landlocked,Yes/No,,,,,,,,,,,,0,
TUR,Turkey,28150,FCV Typology - FCV,Value,,,,,,,,,,,,0,0
TUR,Turkey,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
TUR,Turkey,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,1,1
TUR,Turkey,28154,SIDS,Yes/No,,,,,,,,,,,,0,
TUR,Turkey,28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,0,0,0,0,0,0
TUR,Turkey,28157,Is the country resource rich?,Value,,,,,,,,,,,,0,
TUR,Turkey,28167,Landlocked,Yes/No,,,,,,,,,,,,0,
TUV,Tuvalu,28150,FCV Typology - FCV,Value,,,,,,,,,,,,1,1
TUV,Tuvalu,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
TUV,Tuvalu,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,0,0
TUV,Tuvalu,28154,SIDS,Yes/No,,,,,,,,,,,,1,
TUV,Tuvalu,28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,1,1,1,1,1,1
TUV,Tuvalu,28167,Landlocked,Yes/No,,,,,,,,,,,,0,
TZA,Tanzania,28150,FCV Typology - FCV,Value,,,,,,,,,,,,0,0
TZA,Tanzania,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
TZA,Tanzania,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,1,1
TZA,Tanzania,28154,SIDS,Yes/No,,,,,,,,,,,,0,
TZA,Tanzania,28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,0,0,0,0,0,0
TZA,Tanzania,28157,Is the country resource rich?,Value,,,,,,,,,,,,0,
TZA,Tanzania,28167,Landlocked,Yes/No,,,,,,,,,,,,0,
UGA,Uganda,28150,FCV Typology - FCV,Value,,,,,,,,,,,,0,0
UGA,Uganda,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
UGA,Uganda,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,1,1
UGA,Uganda,28154,SIDS,Yes/No,,,,,,,,,,,,0,
UGA,Uganda,28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,0,0,0,0,0,0
UGA,Uganda,28157,Is the country resource rich?,Value,,,,,,,,,,,,1,
UGA,Uganda,28167,Landlocked,Yes/No,,,,,,,,,,,,1,
UKR,Ukraine,28150,FCV Typology - FCV,Value,,,,,,,,,,,,0,0
UKR,Ukraine,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
UKR,Ukraine,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,1,1
UKR,Ukraine,28154,SIDS,Yes/No,,,,,,,,,,,,0,
UKR,Ukraine,28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,0,0,0,0,0,0
UKR,Ukraine,28157,Is the country resource rich?,Value,,,,,,,,,,,,1,
UKR,Ukraine,28167,Landlocked,Yes/No,,,,,,,,,,,,0,
URY,Uruguay,28150,FCV Typology - FCV,Value,,,,,,,,,,,,0,0
URY,Uruguay,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
URY,Uruguay,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,1,1
URY,Uruguay,28154,SIDS,Yes/No,,,,,,,,,,,,0,
URY,Uruguay,28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,0,0,0,0,0,0
URY,Uruguay,28167,Landlocked,Yes/No,,,,,,,,,,,,0,
USA,United States,28150,FCV Typology - FCV,Value,,,,,,,,,,,,0,0
USA,United States,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
USA,United States,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,1,1
USA,United States,28154,SIDS,Yes/No,,,,,,,,,,,,0,
USA,United States,28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,0,0,0,0,0,0
USA,United States,28167,Landlocked,Yes/No,,,,,,,,,,,,0,
UZB,Uzbekistan,28150,FCV Typology - FCV,Value,,,,,,,,,,,,0,0
UZB,Uzbekistan,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,1,1
UZB,Uzbekistan,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,0,0
UZB,Uzbekistan,28154,SIDS,Yes/No,,,,,,,,,,,,0,
UZB,Uzbekistan,28156,Is this country on the FCV list?,Value,1,1,1,1,0,0,0,0,0,0,0,0,0
UZB,Uzbekistan,28157,Is the country resource rich?,Value,,,,,,,,,,,,1,
UZB,Uzbekistan,28167,Landlocked,Yes/No,,,,,,,,,,,,1,
VCT,St. Vincent and the Grenadines,28150,FCV Typology - FCV,Value,,,,,,,,,,,,0,0
VCT,St. Vincent and the Grenadines,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
VCT,St. Vincent and the Grenadines,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,1,1
VCT,St. Vincent and the Grenadines,28154,SIDS,Yes/No,,,,,,,,,,,,1,
VCT,St. Vincent and the Grenadines,28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,0,0,0,0,0,0
VCT,St. Vincent and the Grenadines,28157,Is the country resource rich?,Value,,,,,,,,,,,,0,
VCT,St. Vincent and the Grenadines,28167,Landlocked,Yes/No,,,,,,,,,,,,0,
VEN,"Venezuela, RB",28150,FCV Typology - FCV,Value,,,,,,,,,,,,0,0
VEN,"Venezuela, RB",28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
VEN,"Venezuela, RB",28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,1,1
VEN,"Venezuela, RB",28154,SIDS,Yes/No,,,,,,,,,,,,0,
VEN,"Venezuela, RB",28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,0,0,0,0,0,0
VEN,"Venezuela, RB",28157,Is the country resource rich?,Value,,,,,,,,,,,,1,
VEN,"Venezuela, RB",28167,Landlocked,Yes/No,,,,,,,,,,,,0,
VGB,British Virgin Islands,28150,FCV Typology - FCV,Value,,,,,,,,,,,,,0
VGB,British Virgin Islands,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,,0
VGB,British Virgin Islands,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,,1
VGB,British Virgin Islands,28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,0,0,0,0,0,0
VIR,Virgin Islands (U.S.),28150,FCV Typology - FCV,Value,,,,,,,,,,,,,0
VIR,Virgin Islands (U.S.),28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,,0
VIR,Virgin Islands (U.S.),28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,,1
VIR,Virgin Islands (U.S.),28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,0,0,0,0,0,0
VNM,Vietnam,28150,FCV Typology - FCV,Value,,,,,,,,,,,,0,0
VNM,Vietnam,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
VNM,Vietnam,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,1,1
VNM,Vietnam,28154,SIDS,Yes/No,,,,,,,,,,,,0,
VNM,Vietnam,28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,0,0,0,0,0,0
VNM,Vietnam,28157,Is the country resource rich?,Value,,,,,,,,,,,,1,
VNM,Vietnam,28167,Landlocked,Yes/No,,,,,,,,,,,,0,
VUT,Vanuatu,28150,FCV Typology - FCV,Value,,,,,,,,,,,,0,0
VUT,Vanuatu,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,1,1
VUT,Vanuatu,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,0,0
VUT,Vanuatu,28154,SIDS,Yes/No,,,,,,,,,,,,1,
VUT,Vanuatu,28156,Is this country on the FCV list?,Value,1,1,1,0,0,0,0,0,0,0,0,0,0
VUT,Vanuatu,28157,Is the country resource rich?,Value,,,,,,,,,,,,0,
VUT,Vanuatu,28167,Landlocked,Yes/No,,,,,,,,,,,,0,
WSM,Samoa,28150,FCV Typology - FCV,Value,,,,,,,,,,,,0,0
WSM,Samoa,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
WSM,Samoa,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,1,1
WSM,Samoa,28154,SIDS,Yes/No,,,,,,,,,,,,1,
WSM,Samoa,28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,0,0,0,0,0,0
WSM,Samoa,28157,Is the country resource rich?,Value,,,,,,,,,,,,0,
WSM,Samoa,28167,Landlocked,Yes/No,,,,,,,,,,,,0,
YEM,"Yemen, Rep.",28150,FCV Typology - FCV,Value,,,,,,,,,,,,1,1
YEM,"Yemen, Rep.",28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
YEM,"Yemen, Rep.",28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,0,0
YEM,"Yemen, Rep.",28154,SIDS,Yes/No,,,,,,,,,,,,0,
YEM,"Yemen, Rep.",28156,Is this country on the FCV list?,Value,0,0,0,1,1,1,1,1,1,1,1,1,1
YEM,"Yemen, Rep.",28157,Is the country resource rich?,Value,,,,,,,,,,,,1,
YEM,"Yemen, Rep.",28167,Landlocked,Yes/No,,,,,,,,,,,,0,
ZAF,South Africa,28150,FCV Typology - FCV,Value,,,,,,,,,,,,0,0
ZAF,South Africa,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
ZAF,South Africa,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,1,1
ZAF,South Africa,28154,SIDS,Yes/No,,,,,,,,,,,,0,
ZAF,South Africa,28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,0,0,0,0,0,0
ZAF,South Africa,28157,Is the country resource rich?,Value,,,,,,,,,,,,1,
ZAF,South Africa,28167,Landlocked,Yes/No,,,,,,,,,,,,0,
ZMB,Zambia,28150,FCV Typology - FCV,Value,,,,,,,,,,,,0,0
ZMB,Zambia,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
ZMB,Zambia,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,1,1
ZMB,Zambia,28154,SIDS,Yes/No,,,,,,,,,,,,0,
ZMB,Zambia,28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,Zambia,28157,Is the country resource rich?,Value,,,,,,,,,,,,1,
ZMB,Zambia,28167,Landlocked,Yes/No,,,,,,,,,,,,1,
ZWE,Zimbabwe,28150,FCV Typology - FCV,Value,,,,,,,,,,,,1,1
ZWE,Zimbabwe,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
ZWE,Zimbabwe,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,0,0
ZWE,Zimbabwe,28154,SIDS,Yes/No,,,,,,,,,,,,0,
ZWE,Zimbabwe,28156,Is this country on the FCV list?,Value,1,1,1,1,1,1,1,1,1,1,1,1,1
ZWE,Zimbabwe,28157,Is the country resource rich?,Value,,,,,,,,,,,,1,
ZWE,Zimbabwe,28167,Landlocked,Yes/No,,,,,,,,,,,,1,
