"country","project_code_in","component_code_in","section_code_in","cost_type","year","work_type","duration","length_km","cost_M_USD_per_km","rocks_wave","ccode","wb_region","inc_group","proj.component.section","project_country","project_idx","section_idx","section_code"
"Ethiopia","AICD0111",NA,"Construction of works of Dodola Junction - Goba  Road Upgrading","Actual","2006","Upgrading",NA,130,0.336699219317984,"rocks_2008","ETH","Sub-Saharan Africa","Low income","AICD0111 NA Construction of works of Dodola Junction - Goba  Road Upgrading","Ethiopia AICD0111",2182,129,"2182129"
"Ethiopia","AICD0110",NA,"Construction of works of Magna - Mechara Road Upgrading","Actual","2006","Upgrading",NA,119,0.291903875469885,"rocks_2008","ETH","Sub-Saharan Africa","Low income","AICD0110 NA Construction of works of Magna - Mechara Road Upgrading","Ethiopia AICD0110",2181,128,"2181128"
"Ethiopia","RWUC006",NA,"Construction works of WORETA-WOLDIA Road Upgrading Project; Contract 1 WORETA-GOB GOB, Lot 2: Woreta Km49 (50km)","Actual","2006","Upgrading",NA,50,0.452109562180659,"rocks_2008","ETH","Sub-Saharan Africa","Low income","RWUC006 NA Construction works of WORETA-WOLDIA Road Upgrading Project; Contract 1 WORETA-GOB GOB, Lot 2: Woreta Km49 (50km)","Ethiopia RWUC006",2242,3805,"22423805"
"Ethiopia","RWUC008",NA,"Construction works of WORETA-WOLDIA Road Upgrading Project;Contract 1 WORETA-GOB GOB, Lot 1: Woreta km49","Actual","2006","Upgrading",NA,49,0.38991356186302,"rocks_2008","ETH","Sub-Saharan Africa","Low income","RWUC008 NA Construction works of WORETA-WOLDIA Road Upgrading Project;Contract 1 WORETA-GOB GOB, Lot 1: Woreta km49","Ethiopia RWUC008",2244,3807,"22443807"
"Ethiopia","RWUC016",NA,"Construction Works of Woreta-Woldiya Road Upgrading Contract 2: Gob Gob- Gashena","Actual","2006","Reconstruction",NA,86,0.299899828141311,"rocks_2008","ETH","Sub-Saharan Africa","Low income","RWUC016 NA Construction Works of Woreta-Woldiya Road Upgrading Contract 2: Gob Gob- Gashena","Ethiopia RWUC016",2252,3815,"22523815"
"Pakistan","ROOI0276",NA,"CONTRACT # 12-A ","Actual","2004","Strengthening",NA,30,0.131775038764927,"rocks_2008","PAK","South Asia","Lower middle income","ROOI0276 NA CONTRACT # 12-A ","Pakistan ROOI0276",3491,3702,"34913702"
"Pakistan","ROOI0273",NA,"CONTRACT # 14 ","Actual","2004","Partial Widening and Reconstruction",NA,34,0.269457659292946,"rocks_2008","PAK","South Asia","Lower middle income","ROOI0273 NA CONTRACT # 14 ","Pakistan ROOI0273",3488,3699,"34883699"
"Ethiopia","ROOI0247",NA,"CONTRACT 1 WOLDIA - ALAMATA","Contract","1999","Upgrading",NA,78.3,0.346598386259571,"rocks_2008","ETH","Sub-Saharan Africa","Low income","ROOI0247 NA CONTRACT 1 WOLDIA - ALAMATA","Ethiopia ROOI0247",2235,3673,"22353673"
"Ethiopia","ROOI0239",NA,"CONTRACT 1:MODJO AWASH-ARBA ROAD REHAB PROJ","Contract","1999","Reconstruction",30,160.3,0.257355011636296,"rocks_2008","ETH","Sub-Saharan Africa","Low income","ROOI0239 NA CONTRACT 1:MODJO AWASH-ARBA ROAD REHAB PROJ","Ethiopia ROOI0239",2227,3665,"22273665"
"Ethiopia","ROOI0238",NA,"CONTRACT 1:MODJO AWASH-ARBA ROAD REHAB PROJ","Estimate","1999","Reconstruction",30,160.3,0.389876909597927,"rocks_2008","ETH","Sub-Saharan Africa","Low income","ROOI0238 NA CONTRACT 1:MODJO AWASH-ARBA ROAD REHAB PROJ","Ethiopia ROOI0238",2226,3664,"22263664"
"Ethiopia","ROOI0243",NA,"CONTRACT 2:AWASH ARBA-GEWANE ROAD REHABILITATION PROJECT","Estimate","1999","Reconstruction",NA,135.8,0.396235150322534,"rocks_2008","ETH","Sub-Saharan Africa","Low income","ROOI0243 NA CONTRACT 2:AWASH ARBA-GEWANE ROAD REHABILITATION PROJECT","Ethiopia ROOI0243",2231,3669,"22313669"
"Ethiopia","ROOI0244",NA,"CONTRACT 2:AWASH ARBA-GEWANE ROAD REHABILITATION PROJECT","Contract","1999","Reconstruction",NA,135.8,0.227289051266913,"rocks_2008","ETH","Sub-Saharan Africa","Low income","ROOI0244 NA CONTRACT 2:AWASH ARBA-GEWANE ROAD REHABILITATION PROJECT","Ethiopia ROOI0244",2232,3670,"22323670"
"Latvia","INFA0031",NA,"Contract 2.1.1.2.A","Contract","2000","Asphalt Mix Resurfacing",NA,8.979,0.0452502171734046,"rocks_2008","LVA","Europe & Central Asia","High income","INFA0031 NA Contract 2.1.1.2.A","Latvia INFA0031",3049,1391,"30491391"
"Latvia","INFA0032",NA,"Contract 2.1.1.2.B","Contract","2000","Asphalt Mix Resurfacing",NA,22.9,0.0295000139737991,"rocks_2008","LVA","Europe & Central Asia","High income","INFA0032 NA Contract 2.1.1.2.B","Latvia INFA0032",3050,1392,"30501392"
"Latvia","INFA0033",NA,"Contract 2.1.1.2.C","Contract","2000","Asphalt Mix Resurfacing",NA,7.96,0.047600824120603,"rocks_2008","LVA","Europe & Central Asia","High income","INFA0033 NA Contract 2.1.1.2.C","Latvia INFA0033",3051,1393,"30511393"
"Latvia","INFA0034",NA,"Contract 2.1.1.2.D","Contract","2000","Asphalt Mix Resurfacing",NA,5.345,0.0567993002806361,"rocks_2008","LVA","Europe & Central Asia","High income","INFA0034 NA Contract 2.1.1.2.D","Latvia INFA0034",3052,1394,"30521394"
"Congo, Dem. Rep.","AICD0083",NA,"Contract de Travaux de Rehabilitation de la RN1: Axe Banana - Kinshasa: Route revetue Pont Kwilu - Ma\banza Ngungu Lot 2","Actual","2006","Reconstruction",NA,86.4,0.0795749677101483,"rocks_2008","COD","Sub-Saharan Africa","Low income","AICD0083 NA Contract de Travaux de Rehabilitation de la RN1: Axe Banana - Kinshasa: Route revetue Pont Kwilu - Ma\banza Ngungu Lot 2","Congo, Dem. Rep. AICD0083",2032,101,"2032101"
"Pakistan","ROOI0272",NA,"CONTRACT PACKAGE - 01 ","Actual","2004","Partial Widening and Reconstruction",NA,48,0.288805525310135,"rocks_2008","PAK","South Asia","Lower middle income","ROOI0272 NA CONTRACT PACKAGE - 01 ","Pakistan ROOI0272",3487,3698,"34873698"
"Pakistan","ROOI0267",NA,"CONTRACT PACKAGE - 9 ","Actual","2005","Partial Widening and Reconstruction",NA,57,0.356075430731004,"rocks_2008","PAK","South Asia","Lower middle income","ROOI0267 NA CONTRACT PACKAGE - 9 ","Pakistan ROOI0267",3482,3693,"34823693"
"Pakistan","ROOI0265",NA,"CONTRACT PACKAGE 13 - KHARIAN - RWP ","Actual","2006","Partial Widening and Reconstruction",NA,51,0.290607590425111,"rocks_2008","PAK","South Asia","Lower middle income","ROOI0265 NA CONTRACT PACKAGE 13 - KHARIAN - RWP ","Pakistan ROOI0265",3480,3691,"34803691"
"Pakistan","ROOI0274",NA,"CONTRACT PACKAGE 2A ","Actual","2004","Partial Widening and Reconstruction",NA,52,0.214930734312305,"rocks_2008","PAK","South Asia","Lower middle income","ROOI0274 NA CONTRACT PACKAGE 2A ","Pakistan ROOI0274",3489,3700,"34893700"
"Pakistan","ROOI0275",NA,"CONTRACT PACKAGE 2B ","Actual","2004","Partial Widening and Reconstruction",NA,48,0.205837070184728,"rocks_2008","PAK","South Asia","Lower middle income","ROOI0275 NA CONTRACT PACKAGE 2B ","Pakistan ROOI0275",3490,3701,"34903701"
"Pakistan","ROOI0271",NA,"CONTRACT PACKAGE-10 ","Actual","2004","Partial Widening and Reconstruction",NA,48,0.2140498958904,"rocks_2008","PAK","South Asia","Lower middle income","ROOI0271 NA CONTRACT PACKAGE-10 ","Pakistan ROOI0271",3486,3697,"34863697"
"Pakistan","ROOI0270",NA,"CONTRACT PACKAGE-3 ","Actual","2005","Partial Widening and Reconstruction",NA,88.5,0.213408242977236,"rocks_2008","PAK","South Asia","Lower middle income","ROOI0270 NA CONTRACT PACKAGE-3 ","Pakistan ROOI0270",3485,3696,"34853696"
"Pakistan","ROOI0269",NA,"CONTRACT PACKAGE-5 ","Actual","2005","Partial Widening and Reconstruction",NA,53.7,0.380120496494965,"rocks_2008","PAK","South Asia","Lower middle income","ROOI0269 NA CONTRACT PACKAGE-5 ","Pakistan ROOI0269",3484,3695,"34843695"
"Pakistan","ROOI0268",NA,"CONTRACT PACKAGE-7 ","Actual","2005","Partial Widening and Reconstruction",NA,46,0.319285915411943,"rocks_2008","PAK","South Asia","Lower middle income","ROOI0268 NA CONTRACT PACKAGE-7 ","Pakistan ROOI0268",3483,3694,"34833694"
"Pakistan","ROOI0266",NA,"CONTRACT PACKAGE-8 ","Actual","2006","Widening",NA,50,1.6320283759827,"rocks_2008","PAK","South Asia","Lower middle income","ROOI0266 NA CONTRACT PACKAGE-8 ","Pakistan ROOI0266",3481,3692,"34813692"
"Argentina","ROOI0037",NA,"Cordoba: Bongolea-Ucacha","Estimate","1996","Asphalt Mix Resurfacing",NA,20,0.0688360850245344,"rocks_2008","ARG","Latin America & Caribbean","High income","ROOI0037 NA Cordoba: Bongolea-Ucacha","Argentina ROOI0037",1161,3463,"11613463"
"Argentina","ROOI0044",NA,"Cordoba: Camilo Aldao-RP11","Estimate","1996","Strengthening",NA,21.6,0.115885665024469,"rocks_2008","ARG","Latin America & Caribbean","High income","ROOI0044 NA Cordoba: Camilo Aldao-RP11","Argentina ROOI0044",1168,3470,"11683470"
"Argentina","ROOI0039",NA,"Cordoba: El Manzano-La Granja","Estimate","1996","Asphalt Mix Resurfacing",NA,12,0.0417188394088087,"rocks_2008","ARG","Latin America & Caribbean","High income","ROOI0039 NA Cordoba: El Manzano-La Granja","Argentina ROOI0039",1163,3465,"11633465"
"Argentina","ROOI0047",NA,"Cordoba: La Quebrada-Unquillo","Estimate","1996","Strengthening",NA,14,0.116216766924539,"rocks_2008","ARG","Latin America & Caribbean","High income","ROOI0047 NA Cordoba: La Quebrada-Unquillo","Argentina ROOI0047",1171,3473,"11713473"
"Argentina","ROOI0042",NA,"Cordoba: Marull-Prog. 9.00km","Estimate","1996","Asphalt Mix Resurfacing",NA,9,0.125156518226426,"rocks_2008","ARG","Latin America & Caribbean","High income","ROOI0042 NA Cordoba: Marull-Prog. 9.00km","Argentina ROOI0042",1166,3468,"11663468"
"Argentina","ROOI0045",NA,"Cordoba: Nono-Las Rabonas","Estimate","1996","Strengthening",NA,9.5,0.118569333056614,"rocks_2008","ARG","Latin America & Caribbean","High income","ROOI0045 NA Cordoba: Nono-Las Rabonas","Argentina ROOI0045",1169,3471,"11693471"
"Argentina","ROOI0040",NA,"Cordoba: Pasco-La Lagna","Estimate","1996","Asphalt Mix Resurfacing",NA,12.4,0.0807461407912427,"rocks_2008","ARG","Latin America & Caribbean","High income","ROOI0040 NA Cordoba: Pasco-La Lagna","Argentina ROOI0040",1164,3466,"11643466"
"Argentina","ROOI0046",NA,"Cordoba: Pr15-Nono","Estimate","1996","Strengthening",NA,14.8,0.118391301024998,"rocks_2008","ARG","Latin America & Caribbean","High income","ROOI0046 NA Cordoba: Pr15-Nono","Argentina ROOI0046",1170,3472,"11703472"
"Argentina","ROOI0041",NA,"Cordoba: Prog. 9.68-RN8","Estimate","1996","Asphalt Mix Resurfacing",NA,32.1,0.0779791390818854,"rocks_2008","ARG","Latin America & Caribbean","High income","ROOI0041 NA Cordoba: Prog. 9.68-RN8","Argentina ROOI0041",1165,3467,"11653467"
"Argentina","ROOI0048",NA,"Cordoba: Section 1","Estimate","1996","Strengthening",NA,14,0.116216766924539,"rocks_2008","ARG","Latin America & Caribbean","High income","ROOI0048 NA Cordoba: Section 1","Argentina ROOI0048",1172,3474,"11723474"
"Argentina","ROOI0049",NA,"Cordoba: Section 2","Estimate","1996","Strengthening",NA,14,0.116216766924539,"rocks_2008","ARG","Latin America & Caribbean","High income","ROOI0049 NA Cordoba: Section 2","Argentina ROOI0049",1173,3475,"11733475"
"Argentina","ROOI0050",NA,"Cordoba: Section 3","Estimate","1996","Strengthening",NA,14,0.116216766924539,"rocks_2008","ARG","Latin America & Caribbean","High income","ROOI0050 NA Cordoba: Section 3","Argentina ROOI0050",1174,3476,"11743476"
"Argentina","ROOI0051",NA,"Cordoba: Section 4","Estimate","1996","Strengthening",NA,14,0.116216766924539,"rocks_2008","ARG","Latin America & Caribbean","High income","ROOI0051 NA Cordoba: Section 4","Argentina ROOI0051",1175,3477,"11753477"
"Argentina","ROOI0052",NA,"Cordoba: Section 5","Estimate","1996","Strengthening",NA,14,0.116216766924539,"rocks_2008","ARG","Latin America & Caribbean","High income","ROOI0052 NA Cordoba: Section 5","Argentina ROOI0052",1176,3478,"11763478"
"Argentina","ROOI0053",NA,"Cordoba: Section 6","Estimate","1996","Strengthening",NA,14,0.116216766924539,"rocks_2008","ARG","Latin America & Caribbean","High income","ROOI0053 NA Cordoba: Section 6","Argentina ROOI0053",1177,3479,"11773479"
"Argentina","ROOI0054",NA,"Cordoba: Section 7","Estimate","1996","Strengthening",NA,14,0.116216766924539,"rocks_2008","ARG","Latin America & Caribbean","High income","ROOI0054 NA Cordoba: Section 7","Argentina ROOI0054",1178,3480,"11783480"
"Argentina","ROOI0055",NA,"Cordoba: Section 8","Estimate","1996","Strengthening",NA,14,0.116216766924539,"rocks_2008","ARG","Latin America & Caribbean","High income","ROOI0055 NA Cordoba: Section 8","Argentina ROOI0055",1179,3481,"11793481"
"Argentina","ROOI0036",NA,"Cordoba: Ucacha-Chazon","Estimate","1996","Asphalt Mix Resurfacing",NA,20.6,0.0668311505092567,"rocks_2008","ARG","Latin America & Caribbean","High income","ROOI0036 NA Cordoba: Ucacha-Chazon","Argentina ROOI0036",1160,3462,"11603462"
"Argentina","ROOI0038",NA,"Cordoba:La Garanja-Ascochinga","Estimate","1996","Asphalt Mix Resurfacing",NA,6,0.166875357635235,"rocks_2008","ARG","Latin America & Caribbean","High income","ROOI0038 NA Cordoba:La Garanja-Ascochinga","Argentina ROOI0038",1162,3464,"11623464"
"Argentina","ROOI0043",NA,"Cordoba:Unquillo-Valla Allende","Estimate","1996","Strengthening",NA,8,0.125156518226426,"rocks_2008","ARG","Latin America & Caribbean","High income","ROOI0043 NA Cordoba:Unquillo-Valla Allende","Argentina ROOI0043",1167,3469,"11673469"
"Argentina","ROOI0056",NA,"Corrientes: R129-TR. RN14-M.Caseros","Estimate","1996","Strengthening",NA,15,0.225281732807567,"rocks_2008","ARG","Latin America & Caribbean","High income","ROOI0056 NA Corrientes: R129-TR. RN14-M.Caseros","Argentina ROOI0056",1180,3482,"11803482"
"Argentina","ROOI0058",NA,"Corrientes: R40-TR. Lag. Livera-Pto. Siro","Estimate","1996","Strengthening",NA,78.7,0.225822434411087,"rocks_2008","ARG","Latin America & Caribbean","High income","ROOI0058 NA Corrientes: R40-TR. Lag. Livera-Pto. Siro","Argentina ROOI0058",1182,3484,"11823484"
"Argentina","ROOI0057",NA,"Corrientes: R5-TR. San Luis-Caa Cati","Estimate","1996","Strengthening",NA,30,0.225281732807567,"rocks_2008","ARG","Latin America & Caribbean","High income","ROOI0057 NA Corrientes: R5-TR. San Luis-Caa Cati","Argentina ROOI0057",1181,3483,"11813483"
"Lao PDR","ROOI0148",NA,"CP-OUD-2E-05","Contract","2002","Asphalt Mix Resurfacing",NA,26,0.0501942704602705,"rocks_2008","LAO","East Asia & Pacific","Lower middle income","ROOI0148 NA CP-OUD-2E-05","Lao PDR ROOI0148",3037,3574,"30373574"
"Lao PDR","ROOI0152",NA,"CP-OUD-2W-06","Contract","2002","Asphalt Mix Resurfacing",NA,20,0.0567410254859611,"rocks_2008","LAO","East Asia & Pacific","Lower middle income","ROOI0152 NA CP-OUD-2W-06","Lao PDR ROOI0152",3041,3578,"30413578"
"Lao PDR","ROOI0150",NA,"CP-OUD-2W-07","Contract","2002","Asphalt Mix Resurfacing",NA,22,0.0563691226775411,"rocks_2008","LAO","East Asia & Pacific","Lower middle income","ROOI0150 NA CP-OUD-2W-07","Lao PDR ROOI0150",3039,3576,"30393576"
"Lao PDR","ROOI0151",NA,"CP-OUD-2W-08","Contract","2002","Asphalt Mix Resurfacing",NA,22,0.0554119709585568,"rocks_2008","LAO","East Asia & Pacific","Lower middle income","ROOI0151 NA CP-OUD-2W-08","Lao PDR ROOI0151",3040,3577,"30403577"
"Lao PDR","ROOI0149",NA,"CP-PHY-2E-03","Contract","2003","Asphalt Mix Resurfacing",NA,24,0.0529722976883247,"rocks_2008","LAO","East Asia & Pacific","Lower middle income","ROOI0149 NA CP-PHY-2E-03","Lao PDR ROOI0149",3038,3575,"30383575"
"Lao PDR","ROOI0147",NA,"CP-PHY-2E-04","Contract","2003","Asphalt Mix Resurfacing",NA,24,0.0600396373921457,"rocks_2008","LAO","East Asia & Pacific","Lower middle income","ROOI0147 NA CP-PHY-2E-04","Lao PDR ROOI0147",3036,3573,"30363573"
"Philippines","PHLA0003",NA,"CP1 Haselma Highwasy Road (La Trinidad-Mt. Data)","Estimate","2000","Upgrading",NA,85,0.451648888602538,"rocks_2008","PHL","East Asia & Pacific","Lower middle income","PHLA0003 NA CP1 Haselma Highwasy Road (La Trinidad-Mt. Data)","Philippines PHLA0003",3681,2377,"36812377"
"Philippines","PHLA0012",NA,"CP1 Haselma Highway Road (La Trinidad-Mt. Data)","Contract","2001","Upgrading",NA,85,0.22245942339431,"rocks_2008","PHL","East Asia & Pacific","Lower middle income","PHLA0012 NA CP1 Haselma Highway Road (La Trinidad-Mt. Data)","Philippines PHLA0012",3690,2386,"36902386"
"Philippines","PHLA0013",NA,"CP2 Zamboanga-Pagadian Road (Buug-Kabasalan)","Contract","2001","Upgrading",NA,43,0.530764343395965,"rocks_2008","PHL","East Asia & Pacific","Lower middle income","PHLA0013 NA CP2 Zamboanga-Pagadian Road (Buug-Kabasalan)","Philippines PHLA0013",3691,2387,"36912387"
"Philippines","PHLA0004",NA,"CP2 Zamboanga-Pagadian Road (Buug-Kabasalan)","Estimate","2000","Upgrading",NA,43,0.473596984131027,"rocks_2008","PHL","East Asia & Pacific","Lower middle income","PHLA0004 NA CP2 Zamboanga-Pagadian Road (Buug-Kabasalan)","Philippines PHLA0004",3682,2378,"36822378"
"Philippines","PHLA0001",NA,"CP3 Davao - Bukidnon Road (Calinna - Buda)","Contract","2001","Upgrading",NA,46.2,0.157367331055635,"rocks_2008","PHL","East Asia & Pacific","Lower middle income","PHLA0001 NA CP3 Davao - Bukidnon Road (Calinna - Buda)","Philippines PHLA0001",3679,2375,"36792375"
"Philippines","PHLA0002",NA,"CP3 Davao - Bukidnon Road (Calinna - Buda)","Estimate","2001","Upgrading",NA,46.2,0.229388319050689,"rocks_2008","PHL","East Asia & Pacific","Lower middle income","PHLA0002 NA CP3 Davao - Bukidnon Road (Calinna - Buda)","Philippines PHLA0002",3680,2376,"36802376"
"Philippines","PHLA0005",NA,"CP3 Davao - Bukidnon Road (Calinna - Buda)","Estimate","2000","Upgrading",NA,46,0.295538987570837,"rocks_2008","PHL","East Asia & Pacific","Lower middle income","PHLA0005 NA CP3 Davao - Bukidnon Road (Calinna - Buda)","Philippines PHLA0005",3683,2379,"36832379"
"Philippines","PHLA0006",NA,"CP4 Surigao-Davao Coastal Road (Divers Section)","Estimate","2000","Upgrading",NA,142,0.105621862610493,"rocks_2008","PHL","East Asia & Pacific","Lower middle income","PHLA0006 NA CP4 Surigao-Davao Coastal Road (Divers Section)","Philippines PHLA0006",3684,2380,"36842380"
"Philippines","PHLA0007",NA,"CP5 Malalag-Jose Abad Santos Road (Sulop-Malita Section)","Estimate","2000","Upgrading",NA,46,0.083755988380399,"rocks_2008","PHL","East Asia & Pacific","Lower middle income","PHLA0007 NA CP5 Malalag-Jose Abad Santos Road (Sulop-Malita Section)","Philippines PHLA0007",3685,2381,"36852381"
"Philippines","PHLA0008",NA,"CP6A Kabankalan-Basay Road (Ninibaan-Basay Section)","Estimate","2000","Upgrading",NA,39,0.0980834779678153,"rocks_2008","PHL","East Asia & Pacific","Lower middle income","PHLA0008 NA CP6A Kabankalan-Basay Road (Ninibaan-Basay Section)","Philippines PHLA0008",3686,2382,"36862382"
"Philippines","PHLA0009",NA,"CP6B San Enrique-Vallehermoso Road (La Catellellana-Negros O.)","Estimate","2000","Upgrading",NA,26,0.13389453197405,"rocks_2008","PHL","East Asia & Pacific","Lower middle income","PHLA0009 NA CP6B San Enrique-Vallehermoso Road (La Catellellana-Negros O.)","Philippines PHLA0009",3687,2383,"36872383"
"Philippines","PHLA0010",NA,"CP7 Maramag - Kibawe Road","Estimate","2000","Upgrading",NA,46,0.149564264964998,"rocks_2008","PHL","East Asia & Pacific","Lower middle income","PHLA0010 NA CP7 Maramag - Kibawe Road","Philippines PHLA0010",3688,2384,"36882384"
"Philippines","PHLA0014",NA,"CP7 Maramag - Kibawe Road","Contract","1999","Upgrading",NA,46,0.128637551081621,"rocks_2008","PHL","East Asia & Pacific","Lower middle income","PHLA0014 NA CP7 Maramag - Kibawe Road","Philippines PHLA0014",3692,2388,"36922388"
"Philippines","PHLA0011",NA,"CP8 Davao - Bukidnon Road (Buda-Maramag)","Estimate","2000","Upgrading",NA,59,0.294555412404626,"rocks_2008","PHL","East Asia & Pacific","Lower middle income","PHLA0011 NA CP8 Davao - Bukidnon Road (Buda-Maramag)","Philippines PHLA0011",3689,2385,"36892385"
"Philippines","PHLA0015",NA,"CP8 Davao - Bukidnon Road (Buda-Maramag)","Contract","1999","Upgrading",NA,59,0.183998013171987,"rocks_2008","PHL","East Asia & Pacific","Lower middle income","PHLA0015 NA CP8 Davao - Bukidnon Road (Buda-Maramag)","Philippines PHLA0015",3693,2389,"36932389"
"Paraguay","ICRB0341",NA,"Cuatro Mojones-Rt9","Actual","2001","Widening and Reconstruction",NA,10.5,7.44707658139169,"rocks_2008","PRY","Latin America & Caribbean","Upper middle income","ICRB0341 NA Cuatro Mojones-Rt9","Paraguay ICRB0341",3594,1046,"35941046"
"Paraguay","ICRB0338",NA,"Cuatro Mojones-Rt9","Estimate","1993","Widening",NA,NA,3.98678644558617,"rocks_2008","PRY","Latin America & Caribbean","Upper middle income","ICRB0338 NA Cuatro Mojones-Rt9","Paraguay ICRB0338",3591,1043,"35911043"
"Honduras","RACA0395",NA,"Cucuyagua - Nueva Ocotepeque","Estimate","2007","Asphalt Mix Resurfacing",NA,62,0.124009316115042,"rocks_2008","HND","Latin America & Caribbean","Lower middle income","RACA0395 NA Cucuyagua - Nueva Ocotepeque","Honduras RACA0395",2600,3129,"26003129"
"Honduras","RACA0682",NA,"Cucuyagua - Ootepeque","Estimate","2008","Strengthening",NA,62,0.120775864932027,"rocks_2008","HND","Latin America & Caribbean","Lower middle income","RACA0682 NA Cucuyagua - Ootepeque","Honduras RACA0682",2607,3416,"26073416"
"Ethiopia","ICRB0089",NA,"D/markos-Merawi","Actual","2005","Upgrading",NA,220,0.271442281660243,"rocks_2008","ETH","Sub-Saharan Africa","Low income","ICRB0089 NA D/markos-Merawi","Ethiopia ICRB0089",2210,794,"2210794"
"Ethiopia","ICRB0079",NA,"D/markos-Merawi","Estimate","1997","Upgrading",NA,220,0.187426615273889,"rocks_2008","ETH","Sub-Saharan Africa","Low income","ICRB0079 NA D/markos-Merawi","Ethiopia ICRB0079",2200,784,"2200784"
"Croatia","ICRB0315",NA,"D1","Actual","2000","Strengthening",NA,6.5,0.05928,"rocks_2008","HRV","Europe & Central Asia","High income","ICRB0315 NA D1","Croatia ICRB0315",2061,1020,"20611020"
"Croatia","ICRB0314",NA,"D1","Actual","2000","Strengthening",NA,2.9,0.121862068965517,"rocks_2008","HRV","Europe & Central Asia","High income","ICRB0314 NA D1","Croatia ICRB0314",2060,1019,"20601019"
"Croatia","ICRB0312",NA,"D224","Actual","2000","Strengthening",NA,7,0.118071428571429,"rocks_2008","HRV","Europe & Central Asia","High income","ICRB0312 NA D224","Croatia ICRB0312",2058,1017,"20581017"
"Croatia","ICRB0316",NA,"D27","Actual","2000","Strengthening",NA,9,0.0890466666666666,"rocks_2008","HRV","Europe & Central Asia","High income","ICRB0316 NA D27","Croatia ICRB0316",2062,1021,"20621021"
"Croatia","ICRB0319",NA,"D30","Actual","2000","Strengthening",NA,7.5,0.044688,"rocks_2008","HRV","Europe & Central Asia","High income","ICRB0319 NA D30","Croatia ICRB0319",2065,1024,"20651024"
"Croatia","ICRB0321",NA,"D33","Actual","2000","Strengthening",NA,6.1,0.0661573770491803,"rocks_2008","HRV","Europe & Central Asia","High income","ICRB0321 NA D33","Croatia ICRB0321",2067,1026,"20671026"
"Croatia","ICRB0311",NA,"D37","Actual","2000","Strengthening",NA,5.5,0.109854545454545,"rocks_2008","HRV","Europe & Central Asia","High income","ICRB0311 NA D37","Croatia ICRB0311",2057,1016,"20571016"
"Croatia","ICRB0310",NA,"D4","Actual","2000","Strengthening",NA,3.5,0.0684,"rocks_2008","HRV","Europe & Central Asia","High income","ICRB0310 NA D4","Croatia ICRB0310",2056,1015,"20561015"
"Croatia","ICRB0320",NA,"D50","Actual","2000","Strengthening",NA,4.1,0.0948146341463415,"rocks_2008","HRV","Europe & Central Asia","High income","ICRB0320 NA D50","Croatia ICRB0320",2066,1025,"20661025"
"Croatia","ICRB0318",NA,"D55","Actual","2000","Strengthening",NA,2.8,0.1026,"rocks_2008","HRV","Europe & Central Asia","High income","ICRB0318 NA D55","Croatia ICRB0318",2064,1023,"20641023"
"Croatia","ICRB0322",NA,"D7","Actual","2000","Strengthening",NA,5.8,0.115768965517241,"rocks_2008","HRV","Europe & Central Asia","High income","ICRB0322 NA D7","Croatia ICRB0322",2068,1027,"20681027"
"Croatia","ICRB0323",NA,"D7","Actual","2000","Strengthening",NA,2.4,0.114475,"rocks_2008","HRV","Europe & Central Asia","High income","ICRB0323 NA D7","Croatia ICRB0323",2069,1028,"20691028"
"Croatia","ICRB0313",NA,"D8","Actual","2000","Strengthening",NA,4,0.158175,"rocks_2008","HRV","Europe & Central Asia","High income","ICRB0313 NA D8","Croatia ICRB0313",2059,1018,"20591018"
"Croatia","ICRB0317",NA,"D8","Actual","2000","Strengthening",NA,8,0.09861,"rocks_2008","HRV","Europe & Central Asia","High income","ICRB0317 NA D8","Croatia ICRB0317",2063,1022,"20631022"
"Philippines","PHLA0040",NA,"Daang Maharlika-Bucalan II 52.8-64.0","Estimate","2000","Asphalt Mix Resurfacing",NA,7,0.147407878479868,"rocks_2008","PHL","East Asia & Pacific","Lower middle income","PHLA0040 NA Daang Maharlika-Bucalan II 52.8-64.0","Philippines PHLA0040",3718,2414,"37182414"
"Philippines","SAGA095",NA,"Daang maharlika-Bulacan","Contract","2000","Asphalt Mix Resurfacing",4,11.2,0.0981337353019669,"rocks_2008","PHL","East Asia & Pacific","Lower middle income","SAGA095 NA Daang maharlika-Bulacan","Philippines SAGA095",3794,3976,"37943976"
"Bhutan","INFB0069",NA,"Dakpai-Buli Villages","Estimate","2002","New 1L Road",NA,37,0.0926179488535672,"rocks_2008","BTN","South Asia","Lower middle income","INFB0069 NA Dakpai-Buli Villages","Bhutan INFB0069",1482,1519,"14821519"
"Philippines","PHLA0047",NA,"Daraga-Legaspi-St.Domingo Bdry - Albay","Estimate","2000","Asphalt Mix Resurfacing",NA,8,0.0967364202524132,"rocks_2008","PHL","East Asia & Pacific","Lower middle income","PHLA0047 NA Daraga-Legaspi-St.Domingo Bdry - Albay","Philippines PHLA0047",3725,2421,"37252421"
"Pakistan","ROOI0343",NA,"Daska Sialkto","Actual","2002","Upgrading",NA,15.54,0.201885851302688,"rocks_2008","PAK","South Asia","Lower middle income","ROOI0343 NA Daska Sialkto","Pakistan ROOI0343",3494,3769,"34943769"
