"country","project_code_in","component_code_in","section_code_in","cost_type","year","work_type","duration","length_km","cost_M_USD_per_km","rocks_wave","ccode","wb_region","inc_group","proj.component.section","project_country","project_idx","section_idx","section_code"
"Bangladesh","ICRB0396",NA,"Dasuria-Natore","Contract","1999","Reconstruction",NA,40.2,0.335587145750887,"rocks_2008","BGD","South Asia","Lower middle income","ICRB0396 NA Dasuria-Natore","Bangladesh ICRB0396",1342,1101,"13421101"
"Bangladesh","ICRB0394",NA,"Dasuria-Natore","Estimate","1999","Reconstruction",NA,39,0.337469139035627,"rocks_2008","BGD","South Asia","Lower middle income","ICRB0394 NA Dasuria-Natore","Bangladesh ICRB0394",1340,1099,"13401099"
"Bangladesh","BGDA0006",NA,"Dasuria-Natore","Contract","1995","Reconstruction",NA,39,0.43564443498263,"rocks_2008","BGD","South Asia","Lower middle income","BGDA0006 NA Dasuria-Natore","Bangladesh BGDA0006",1284,161,"1284161"
"Bangladesh","ICRB0395",NA,"Dasuria-Natore","Actual","2000","Reconstruction",NA,40.2,0.393706394044647,"rocks_2008","BGD","South Asia","Lower middle income","ICRB0395 NA Dasuria-Natore","Bangladesh ICRB0395",1341,1100,"13411100"
"Bangladesh","BGDA0035",NA,"Dasuria-Natore","Actual","1996","Reconstruction",NA,40.2,0.490507584142672,"rocks_2008","BGD","South Asia","Lower middle income","BGDA0035 NA Dasuria-Natore","Bangladesh BGDA0035",1313,190,"1313190"
"Philippines","PHLA0033",NA,"Davao -Bukidnon (9A Davao-Calinan)","Actual","1997","Reconstruction",NA,34.9,0.251919626059213,"rocks_2008","PHL","East Asia & Pacific","Lower middle income","PHLA0033 NA Davao -Bukidnon (9A Davao-Calinan)","Philippines PHLA0033",3711,2407,"37112407"
"Philippines","PHLA0031",NA,"Davao -Bukidnon (9A Davao-Calinan)","Estimate","1993","Reconstruction",NA,34.9,0.313226116559379,"rocks_2008","PHL","East Asia & Pacific","Lower middle income","PHLA0031 NA Davao -Bukidnon (9A Davao-Calinan)","Philippines PHLA0031",3709,2405,"37092405"
"Philippines","PHLA0032",NA,"Davao -Bukidnon (9A Davao-Calinan)","Contract","1995","Reconstruction",NA,34.9,0.185026355226723,"rocks_2008","PHL","East Asia & Pacific","Lower middle income","PHLA0032 NA Davao -Bukidnon (9A Davao-Calinan)","Philippines PHLA0032",3710,2406,"37102406"
"Philippines","PHLA0022",NA,"Davao City - Digos Road","Estimate","1993","Reconstruction",NA,51.6,0.328983796248707,"rocks_2008","PHL","East Asia & Pacific","Lower middle income","PHLA0022 NA Davao City - Digos Road","Philippines PHLA0022",3700,2396,"37002396"
"Philippines","PHLA0024",NA,"Davao City - Digos Road","Actual","1997","Reconstruction",NA,41.6,0.238876045034009,"rocks_2008","PHL","East Asia & Pacific","Lower middle income","PHLA0024 NA Davao City - Digos Road","Philippines PHLA0024",3702,2398,"37022398"
"Philippines","PHLA0023",NA,"Davao City - Digos Road","Contract","1995","Reconstruction",NA,47.6,0.203208299278152,"rocks_2008","PHL","East Asia & Pacific","Lower middle income","PHLA0023 NA Davao City - Digos Road","Philippines PHLA0023",3701,2397,"37012397"
"Philippines","ICRB0541",NA,"Davao City-Digos Road","Contract","1995","Strengthening",NA,47.6,0.203208299996479,"rocks_2008","PHL","East Asia & Pacific","Lower middle income","ICRB0541 NA Davao City-Digos Road","Philippines ICRB0541",3655,1246,"36551246"
"Philippines","ICRB0540",NA,"Davao City-Digos Road","Estimate","1991","Strengthening",NA,51.9,0.18813327640332,"rocks_2008","PHL","East Asia & Pacific","Lower middle income","ICRB0540 NA Davao City-Digos Road","Philippines ICRB0540",3654,1245,"36541245"
"Philippines","ICRB0542",NA,"Davao City-Digos Road","Actual","2000","Strengthening",NA,41.6,0.210153671945787,"rocks_2008","PHL","East Asia & Pacific","Lower middle income","ICRB0542 NA Davao City-Digos Road","Philippines ICRB0542",3656,1247,"36561247"
"Philippines","ICRB0545",NA,"Davao-Bukidnon","Actual","2000","Strengthening",NA,61.5,0.459511104114986,"rocks_2008","PHL","East Asia & Pacific","Lower middle income","ICRB0545 NA Davao-Bukidnon","Philippines ICRB0545",3659,1250,"36591250"
"Philippines","ICRB0544",NA,"Davao-Bukidnon","Contract","1997","Strengthening",NA,93.9,0.439427814955331,"rocks_2008","PHL","East Asia & Pacific","Lower middle income","ICRB0544 NA Davao-Bukidnon","Philippines ICRB0544",3658,1249,"36581249"
"Philippines","ICRB0543",NA,"Davao-Bukidnon","Estimate","1993","Strengthening",NA,140.1,0.275585680238335,"rocks_2008","PHL","East Asia & Pacific","Lower middle income","ICRB0543 NA Davao-Bukidnon","Philippines ICRB0543",3657,1248,"36571248"
"Philippines","INFB0067",NA,"Davao-Bukidonon Road","Estimate","2002","Reconstruction",NA,59,0.23362460152629,"rocks_2008","PHL","East Asia & Pacific","Lower middle income","INFB0067 NA Davao-Bukidonon Road","Philippines INFB0067",3676,1517,"36761517"
"Philippines","INFB0061",NA,"Davao-Bukidonon Road","Estimate","2002","Reconstruction",NA,46,0.234404717411451,"rocks_2008","PHL","East Asia & Pacific","Lower middle income","INFB0061 NA Davao-Bukidonon Road","Philippines INFB0061",3670,1511,"36701511"
"Ethiopia","ROOI0235",NA,"DEBRE MARKOS TO MERAWI CONTRACT 1","Contract","1999","Upgrading",NA,220,0.306979620199704,"rocks_2008","ETH","Sub-Saharan Africa","Low income","ROOI0235 NA DEBRE MARKOS TO MERAWI CONTRACT 1","Ethiopia ROOI0235",2223,3661,"22233661"
"Panama","SAGA160",NA,"Del Viga Street","Estimate","2002","Reconstruction",NA,0.4,0.150702897278894,"rocks_2008","PAN","Latin America & Caribbean","High income","SAGA160 NA Del Viga Street","Panama SAGA160",3522,4041,"35224041"
"Indonesia","ICRB0572",NA,"Demark Bypass","Estimate","2003","New 2L Highway",NA,8.5,0.78100520469507,"rocks_2008","IDN","East Asia & Pacific","Lower middle income","ICRB0572 NA Demark Bypass","Indonesia ICRB0572",2834,1277,"28341277"
"Indonesia","ICRB0573",NA,"Demark Bypass","Actual","2003","New 2L Highway",NA,7,1.41961814654119,"rocks_2008","IDN","East Asia & Pacific","Lower middle income","ICRB0573 NA Demark Bypass","Indonesia ICRB0573",2835,1278,"28351278"
"India","INFB0178",NA,"Deoria Ballia","Estimate","2005","Widening and Reconstruction",NA,109.5,0.242375555746306,"rocks_2008","IND","South Asia","Lower middle income","INFB0178 NA Deoria Ballia","India INFB0178",2696,1628,"26961628"
"Ethiopia","RWUC010",NA,"DERA-MECHARA Road Upgrading Project- Contract 1: Dera-Chole-Magna (119.44km)","Actual","2006","Upgrading",NA,160.3,0.186901848128401,"rocks_2008","ETH","Sub-Saharan Africa","Low income","RWUC010 NA DERA-MECHARA Road Upgrading Project- Contract 1: Dera-Chole-Magna (119.44km)","Ethiopia RWUC010",2246,3809,"22463809"
"India","ROOI0161",NA,"Description : FOUR LANING AND STRENGTHENING OF HTE EXISTING TWO LANES OF NH-2 FROM KM. 110.000 TO 140.000 [PACKAGE GTRIP/6]","Estimate","2002","Widening",NA,30,1.72434563375145,"rocks_2008","IND","South Asia","Lower middle income","ROOI0161 NA Description : FOUR LANING AND STRENGTHENING OF HTE EXISTING TWO LANES OF NH-2 FROM KM. 110.000 TO 140.000 [PACKAGE GTRIP/6]","India ROOI0161",2743,3587,"27433587"
"India","ROOI0154",NA,"Description : FOUR LANING AND STRENGTHENING OF HTE EXISTING TWO LANES OF NH-2 FROM KM. 110.000 TO 140.000 [PACKAGE GTRIP/6]","Actual","2002","Widening",NA,30,1.48083565003778,"rocks_2008","IND","South Asia","Lower middle income","ROOI0154 NA Description : FOUR LANING AND STRENGTHENING OF HTE EXISTING TWO LANES OF NH-2 FROM KM. 110.000 TO 140.000 [PACKAGE GTRIP/6]","India ROOI0154",2736,3580,"27363580"
"India","ROOI0160",NA,"Description : FOUR LANING AND STRENGTHENING OF HTE EXISTING TWO LANES OF NH-2 FROM KM. 2400.000 TO 320.000 [PACKAGE GTRIP/6]","Estimate","2002","Widening",NA,80,1.28357342309868,"rocks_2008","IND","South Asia","Lower middle income","ROOI0160 NA Description : FOUR LANING AND STRENGTHENING OF HTE EXISTING TWO LANES OF NH-2 FROM KM. 2400.000 TO 320.000 [PACKAGE GTRIP/6]","India ROOI0160",2742,3586,"27423586"
"India","ROOI0153",NA,"Description : FOUR LANING AND STRENGTHENING OF HTE EXISTING TWO LANES OF NH-2 FROM KM. 2400.000 TO 320.000 [PACKAGE GTRIP/6]","Actual","2002","Widening",NA,80,1.22040556062586,"rocks_2008","IND","South Asia","Lower middle income","ROOI0153 NA Description : FOUR LANING AND STRENGTHENING OF HTE EXISTING TWO LANES OF NH-2 FROM KM. 2400.000 TO 320.000 [PACKAGE GTRIP/6]","India ROOI0153",2735,3579,"27353579"
"India","ROOI0159",NA,"Description : FOUR LANING AND STRENGTHENING OF THE EXISTING TWO LANES OF NH-2 FROM KM. 199.660 TO 250.000 [PACKAGE GTRIP/1]","Actual","2002","Widening",NA,50.8,1.45445630012008,"rocks_2008","IND","South Asia","Lower middle income","ROOI0159 NA Description : FOUR LANING AND STRENGTHENING OF THE EXISTING TWO LANES OF NH-2 FROM KM. 199.660 TO 250.000 [PACKAGE GTRIP/1]","India ROOI0159",2741,3585,"27413585"
"India","ROOI0166",NA,"Description : FOUR LANING AND STRENGTHENING OF THE EXISTING TWO LANES OF NH-2 FROM KM. 199.660 TO 250.000 [PACKAGE GTRIP/1]","Estimate","2002","Widening",NA,50.8,1.59385530957864,"rocks_2008","IND","South Asia","Lower middle income","ROOI0166 NA Description : FOUR LANING AND STRENGTHENING OF THE EXISTING TWO LANES OF NH-2 FROM KM. 199.660 TO 250.000 [PACKAGE GTRIP/1]","India ROOI0166",2748,3592,"27483592"
"India","ROOI0158",NA,"Description : FOUR LANING AND STRENGTHENING OF THE EXISTING TWO LANES OF NH-2 FROM KM. 250.00 TO 307.500 [PACKAGE GTRIP/2]","Actual","2002","Widening",NA,59,0.602658573325494,"rocks_2008","IND","South Asia","Lower middle income","ROOI0158 NA Description : FOUR LANING AND STRENGTHENING OF THE EXISTING TWO LANES OF NH-2 FROM KM. 250.00 TO 307.500 [PACKAGE GTRIP/2]","India ROOI0158",2740,3584,"27403584"
"India","ROOI0165",NA,"Description : FOUR LANING AND STRENGTHENING OF THE EXISTING TWO LANES OF NH-2 FROM KM. 250.00 TO 307.500 [PACKAGE GTRIP/2]","Estimate","2002","Widening",NA,59,0.994800559784947,"rocks_2008","IND","South Asia","Lower middle income","ROOI0165 NA Description : FOUR LANING AND STRENGTHENING OF THE EXISTING TWO LANES OF NH-2 FROM KM. 250.00 TO 307.500 [PACKAGE GTRIP/2]","India ROOI0165",2747,3591,"27473591"
"India","ROOI0155",NA,"Description : FOUR LANING AND STRENGTHENING OF THE EXISTING TWO LANES OF NH-2 FROM KM. 317.000 TO 65.000 [PACKAGE GTRIP/5]","Actual","2002","Widening",NA,76,1.17076137029891,"rocks_2008","IND","South Asia","Lower middle income","ROOI0155 NA Description : FOUR LANING AND STRENGTHENING OF THE EXISTING TWO LANES OF NH-2 FROM KM. 317.000 TO 65.000 [PACKAGE GTRIP/5]","India ROOI0155",2737,3581,"27373581"
"India","ROOI0162",NA,"Description : FOUR LANING AND STRENGTHENING OF THE EXISTING TWO LANES OF NH-2 FROM KM. 317.000 TO 65.000 [PACKAGE GTRIP/5]","Estimate","2002","Widening",NA,76,1.32930275913034,"rocks_2008","IND","South Asia","Lower middle income","ROOI0162 NA Description : FOUR LANING AND STRENGTHENING OF THE EXISTING TWO LANES OF NH-2 FROM KM. 317.000 TO 65.000 [PACKAGE GTRIP/5]","India ROOI0162",2744,3588,"27443588"
"India","ROOI0157",NA,"Description : FOUR LANING AND STRENGTHENING OF THE EXISTING TWO LANES OF NH-2 FROM KM. 321.000 TO 307.000 [PACKAGE GTRIP/4]","Actual","2002","Widening",NA,72.8,1.00112243120915,"rocks_2008","IND","South Asia","Lower middle income","ROOI0157 NA Description : FOUR LANING AND STRENGTHENING OF THE EXISTING TWO LANES OF NH-2 FROM KM. 321.000 TO 307.000 [PACKAGE GTRIP/4]","India ROOI0157",2739,3583,"27393583"
"India","ROOI0164",NA,"Description : FOUR LANING AND STRENGTHENING OF THE EXISTING TWO LANES OF NH-2 FROM KM. 321.000 TO 307.000 [PACKAGE GTRIP/4]","Estimate","2002","Widening",NA,72.8,1.08985887791878,"rocks_2008","IND","South Asia","Lower middle income","ROOI0164 NA Description : FOUR LANING AND STRENGTHENING OF THE EXISTING TWO LANES OF NH-2 FROM KM. 321.000 TO 307.000 [PACKAGE GTRIP/4]","India ROOI0164",2746,3590,"27463590"
"India","ROOI0156",NA,"Description : FOUR LANING AND STRENGTHENING OF THE EXISTING TWO LANES OF NH-2 FROM KM. 470.000 TO 38.000 [PACKAGE GTRIP/4]","Actual","2002","Widening",NA,51.3,2.17035580476729,"rocks_2008","IND","South Asia","Lower middle income","ROOI0156 NA Description : FOUR LANING AND STRENGTHENING OF THE EXISTING TWO LANES OF NH-2 FROM KM. 470.000 TO 38.000 [PACKAGE GTRIP/4]","India ROOI0156",2738,3582,"27383582"
"India","ROOI0163",NA,"Description : FOUR LANING AND STRENGTHENING OF THE EXISTING TWO LANES OF NH-2 FROM KM. 470.000 TO 38.000 [PACKAGE GTRIP/4]","Estimate","2002","Widening",NA,51.3,2.03677611191753,"rocks_2008","IND","South Asia","Lower middle income","ROOI0163 NA Description : FOUR LANING AND STRENGTHENING OF THE EXISTING TWO LANES OF NH-2 FROM KM. 470.000 TO 38.000 [PACKAGE GTRIP/4]","India ROOI0163",2745,3589,"27453589"
"India","INDA0021",NA,"Dewas-Indore","Estimate","1988","Widening and Reconstruction",NA,19,0.576330495856943,"rocks_2008","IND","South Asia","Lower middle income","INDA0021 NA Dewas-Indore","India INDA0021",2643,1340,"26431340"
"Bangladesh","ROOI0102",NA,"Dhaka-Sylhet (D-S) Road Rehabilitation","Estimate","2005","Widening",NA,225,0.685153112441356,"rocks_2008","BGD","South Asia","Lower middle income","ROOI0102 NA Dhaka-Sylhet (D-S) Road Rehabilitation","Bangladesh ROOI0102",1435,3528,"14353528"
"Bangladesh","ROOI0103",NA,"Dhaka-Sylhet (D-S) Road Rehabilitation","Actual","2005","Widening",NA,224,0.806604149423891,"rocks_2008","BGD","South Asia","Lower middle income","ROOI0103 NA Dhaka-Sylhet (D-S) Road Rehabilitation","Bangladesh ROOI0103",1436,3529,"14363529"
"Bangladesh","ROOI0110",NA,"Dhaka-Sylhet (D-S) Road Rehabilitation: Bharirab Ferry Ghat-Jagadishpur","Actual","2005","Widening",NA,43.2,0.0134357643717192,"rocks_2008","BGD","South Asia","Lower middle income","ROOI0110 NA Dhaka-Sylhet (D-S) Road Rehabilitation: Bharirab Ferry Ghat-Jagadishpur","Bangladesh ROOI0110",1443,3536,"14433536"
"Bangladesh","ROOI0108",NA,"Dhaka-Sylhet (D-S) Road Rehabilitation: Kanchpur-Narsingdi","Actual","2005","Widening",NA,32.6,0.0132588792370835,"rocks_2008","BGD","South Asia","Lower middle income","ROOI0108 NA Dhaka-Sylhet (D-S) Road Rehabilitation: Kanchpur-Narsingdi","Bangladesh ROOI0108",1441,3534,"14413534"
"Bangladesh","ROOI0109",NA,"Dhaka-Sylhet (D-S) Road Rehabilitation: Narshingdi-Bharirab Ferry Ghat","Actual","2005","Widening",NA,38.46,0.0110277255156673,"rocks_2008","BGD","South Asia","Lower middle income","ROOI0109 NA Dhaka-Sylhet (D-S) Road Rehabilitation: Narshingdi-Bharirab Ferry Ghat","Bangladesh ROOI0109",1442,3535,"14423535"
"Bangladesh","INFB0024",NA,"Dhaka-Sylhet Road","Estimate","2001","Reconstruction",NA,250,0.647461698526781,"rocks_2008","BGD","South Asia","Lower middle income","INFB0024 NA Dhaka-Sylhet Road","Bangladesh INFB0024",1420,1474,"14201474"
"Bangladesh","ICRB0608",NA,"Dhaka-Sylhet Road","Actual","2005","Widening and Reconstruction",NA,250,0.61663780119722,"rocks_2008","BGD","South Asia","Lower middle income","ICRB0608 NA Dhaka-Sylhet Road","Bangladesh ICRB0608",1413,1313,"14131313"
"Bangladesh","ICRB0607",NA,"Dhaka-Sylhet Road","Estimate","2005","Widening and Reconstruction",NA,250,0.722717317883807,"rocks_2008","BGD","South Asia","Lower middle income","ICRB0607 NA Dhaka-Sylhet Road","Bangladesh ICRB0607",1412,1312,"14121312"
"Ghana","GHAA0061",NA,"DIASO-HUMJIBRE-SEFWI BEKWAI","Contract","1999","Upgrading",9.13333333333333,7.8,0.0913282174243284,"rocks_2008","GHA","Sub-Saharan Africa","Lower middle income","GHAA0061 NA DIASO-HUMJIBRE-SEFWI BEKWAI","Ghana GHAA0061",2330,281,"2330281"
"Philippines","ICRB0550",NA,"Digos-Gen. Santos","Contract","1996","Reconstruction",NA,81.3,0.14979127534717,"rocks_2008","PHL","East Asia & Pacific","Lower middle income","ICRB0550 NA Digos-Gen. Santos","Philippines ICRB0550",3664,1255,"36641255"
"Philippines","ICRB0551",NA,"Digos-Gen. Santos","Actual","2000","Reconstruction",NA,81.3,0.170833583153421,"rocks_2008","PHL","East Asia & Pacific","Lower middle income","ICRB0551 NA Digos-Gen. Santos","Philippines ICRB0551",3665,1256,"36651256"
"Philippines","ICRB0549",NA,"Digos-Gen. Santos","Estimate","1993","Reconstruction",NA,85.5,0.199172446210712,"rocks_2008","PHL","East Asia & Pacific","Lower middle income","ICRB0549 NA Digos-Gen. Santos","Philippines ICRB0549",3663,1254,"36631254"
"Philippines","PHLA0030",NA,"Digos-General Santos Road","Actual","1997","Reconstruction",NA,81.3,0.193258580434369,"rocks_2008","PHL","East Asia & Pacific","Lower middle income","PHLA0030 NA Digos-General Santos Road","Philippines PHLA0030",3708,2404,"37082404"
"Philippines","PHLA0028",NA,"Digos-General Santos Road","Estimate","1993","Reconstruction",NA,85.5,0.311503477631811,"rocks_2008","PHL","East Asia & Pacific","Lower middle income","PHLA0028 NA Digos-General Santos Road","Philippines PHLA0028",3706,2402,"37062402"
"Philippines","PHLA0029",NA,"Digos-General Santos Road","Contract","1996","Reconstruction",NA,81.3,0.149791275306133,"rocks_2008","PHL","East Asia & Pacific","Lower middle income","PHLA0029 NA Digos-General Santos Road","Philippines PHLA0029",3707,2403,"37072403"
"Djibouti","ICRB0066",NA,"Dikhil-Arta Spur","Actual","2005","Asphalt Mix Resurfacing",NA,88,0.0339320105639997,"rocks_2008","DJI","Middle East & North Africa","Lower middle income","ICRB0066 NA Dikhil-Arta Spur","Djibouti ICRB0066",2076,771,"2076771"
"Djibouti","ICRB0065",NA,"Dikhil-Arta Spur","Estimate","2000","Asphalt Mix Resurfacing",NA,86,0.0265116279069767,"rocks_2008","DJI","Middle East & North Africa","Lower middle income","ICRB0065 NA Dikhil-Arta Spur","Djibouti ICRB0065",2075,770,"2075770"
"Djibouti","INFB0080",NA,"Dikhil-Galafi","Estimate","2002","Reconstruction",NA,102,0.118765428981391,"rocks_2008","DJI","Middle East & North Africa","Lower middle income","INFB0080 NA Dikhil-Galafi","Djibouti INFB0080",2077,1530,"20771530"
"Bangladesh","BGDA0018",NA,"Dinajpur-Phulban/Phulban-Gobindaganj","Contract","1996","Asphalt Mix Resurfacing",NA,106.5,0.0892516802002799,"rocks_2008","BGD","South Asia","Lower middle income","BGDA0018 NA Dinajpur-Phulban/Phulban-Gobindaganj","Bangladesh BGDA0018",1296,173,"1296173"
"Bangladesh","BGDA0047",NA,"Dinajpur-Phulban/Phulban-Gobindaganj","Actual","1996","Asphalt Mix Resurfacing",NA,114.9,0.081308629260616,"rocks_2008","BGD","South Asia","Lower middle income","BGDA0047 NA Dinajpur-Phulban/Phulban-Gobindaganj","Bangladesh BGDA0047",1325,202,"1325202"
"Bangladesh","ICRB0439",NA,"Dinajpur-Phulbari-Birampur-Gobindaganj","Contract","1999","Asphalt Mix Resurfacing",NA,114.91,0.0683501718025034,"rocks_2008","BGD","South Asia","Lower middle income","ICRB0439 NA Dinajpur-Phulbari-Birampur-Gobindaganj","Bangladesh ICRB0439",1385,1144,"13851144"
"Bangladesh","ICRB0440",NA,"Dinajpur-Phulbari-Birampur-Gobindaganj","Actual","2000","Asphalt Mix Resurfacing",NA,114.91,0.0656189051646867,"rocks_2008","BGD","South Asia","Lower middle income","ICRB0440 NA Dinajpur-Phulbari-Birampur-Gobindaganj","Bangladesh ICRB0440",1386,1145,"13861145"
"Venezuela, RB","SAGA194",NA,"Distribuidor El Cangrejo-Distribuidor El Palito","Contract","2000","Strengthening",2,12.5,0.104905557007433,"rocks_2008","VEN","Latin America & Caribbean","Upper middle income","SAGA194 NA Distribuidor El Cangrejo-Distribuidor El Palito","Venezuela, RB SAGA194",4843,4075,"48434075"
"Venezuela, RB","SAGA195",NA,"Distribuidor El Cangrejo-Limite Estado Falcon. Edo Carabobo","Contract","2000","Reconstruction",NA,10.9,0.305384079772113,"rocks_2008","VEN","Latin America & Caribbean","Upper middle income","SAGA195 NA Distribuidor El Cangrejo-Limite Estado Falcon. Edo Carabobo","Venezuela, RB SAGA195",4844,4076,"48444076"
"Tanzania","INFB0007",NA,"Dodoma-Manyoni","Estimate","1998","Upgrading",NA,116,0.37893358108323,"rocks_2008","TZA","Sub-Saharan Africa","Low income","INFB0007 NA Dodoma-Manyoni","Tanzania INFB0007",4281,1457,"42811457"
"Ghana","GHAB0035",NA,"Dokyikrom Jnt.-Tawiakrom Jnt.","Contract","2001","Gravel Resurfacing",NA,12.8,0.00765397604474763,"rocks_2008","GHA","Sub-Saharan Africa","Lower middle income","GHAB0035 NA Dokyikrom Jnt.-Tawiakrom Jnt.","Ghana GHAB0035",2439,390,"2439390"
"Ghana","GHAB0088",NA,"Dokyikrom Jnt.-Tawiakrom Jnt.","Actual","2001","Gravel Resurfacing",NA,12.8,0.00765397604474763,"rocks_2008","GHA","Sub-Saharan Africa","Lower middle income","GHAB0088 NA Dokyikrom Jnt.-Tawiakrom Jnt.","Ghana GHAB0088",2492,443,"2492443"
"Russian Federation","INFA0079",NA,"Don Km 376","Estimate","1993","Reconstruction",NA,16.5,0.23016617483243,"rocks_2008","RUS","Europe & Central Asia","Upper middle income","INFA0079 NA Don Km 376","Russian Federation INFA0079",4201,1439,"42011439"
